 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 收回投资所收到的现金(万元),10940,2873,1373,--,--,1379,1579,2538,--,700,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 取得投资收益所收到的现金(万元),29,--,--,--,27,2,2,215,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),106,98,91,0,148,82,46,44,134,83,67,0,10,4,4,1,10,--,--,--,4,--,--,--,5,--,0,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到的其他与投资活动有关的现金(万元),17465,2746,2826,86,27607,--,--,--,1413,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流入小计(万元),28614,5718,4291,86,27783,1463,1627,2797,1548,783,67,0,10,4,4,1,10,0,0,0,4,0,0,0,5,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),12880,7866,7040,2706,25862,8405,4615,848,7169,4106,3006,911,2183,1118,434,192,1364,748,718,612,454,333,188,177,658,739,1234,292,397, 
 投资所支付的现金(万元),85413,27598,20154,5784,54312,19718,205,500,5000,6038,5008,0,1600,600,600,600,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),20685,20225,20225,17213,2862,2106,2019,--,41068,28511,20172,19214,21304,21286,4286,--,--,--,--,--,--,--,--,--,--,--,509,180,0, 
 支付的其他与投资活动有关的现金(万元),23455,64836,46232,--,21860,--,--,--,2400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流出小计(万元),142433,120525,93652,25702,104895,30229,6839,1348,55637,38656,28185,20125,25087,23003,5320,792,1364,748,718,612,454,333,188,177,658,739,1743,472,397, 
 投资活动产生的现金流量净额(万元),-113820,-114808,-89361,-25616,-77112,-28766,-5212,1449,-54090,-37873,-28118,-20124,-25078,-23000,-5316,-791,-1354,-748,-718,-612,-449,-333,-188,-177,-653,-739,-1743,-472,-397, 
 吸收投资收到的现金(万元),21958,4567,1152,1050,28274,2822,39,5,124123,104942,103024,102842,10,0,0,0,21719,21000,21719,21000,--,0,--,--,--,--,1407,1031,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),9500,1379,1050,1050,3913,382,39,5,206,--,199,17,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 取得借款收到的现金(万元),295290,316250,252500,107065,196760,134260,59260,10510,44988,26510,21107,20641,65644,47696,37761,15000,51894,35440,26678,13000,37580,30789,21289,11000,29000,14770,5850,3050,0, 
 发行债券收到的现金(万元),64950,64950,--,--,--,--,--,--,--,--,--,--,24750,24750,24750,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到其他与筹资活动有关的现金(万元),63777,113,--,--,--,--,--,--,--,--,--,--,1000,1486,1383,0,1704,3011,2102,1400,--,0,--,3000,--,160,250,0,0, 
 筹资活动现金流入小计(万元),445975,385880,253652,108115,225034,137082,59299,10515,169111,131452,124131,123484,91404,73932,63894,15000,75317,59451,50499,35400,37580,30789,21289,14000,29000,14930,7507,4081,0, 
 偿还债务支付的现金(万元),208066,156280,91987,16876,25535,7998,5432,2377,77420,68571,66155,46170,46740,34490,29640,14000,34550,28050,18640,10030,29030,20500,13500,9500,16520,4609,5477,64,0, 
 分配股利、利润或偿付利息所支付的现金(万元),26894,23648,18566,3209,11951,9733,8322,590,5709,4976,4585,1046,5063,4154,3009,772,2676,1937,1257,584,2269,1547,970,448,1537,492,228,5,0, 
 其中：子公司支付给少数股东的股利、利润(万元),720,288,--,--,20,20,20,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付其他与筹资活动有关的现金(万元),35613,23544,8679,2918,9357,2568,269,892,4818,887,1494,1759,797,600,600,813,1455,1107,1059,208,2801,1903,920,937,552,179,251,270,0, 
 筹资活动现金流出小计(万元),270573,203472,119232,23003,46843,20298,14023,3859,87947,74434,72234,48975,52600,39244,33249,15585,38681,31094,20956,10822,34100,23950,15391,10885,18609,5280,5955,339,0, 
 筹资活动产生的现金流量净额(万元),175402,182408,134420,85112,178191,116784,45276,6656,81164,57017,51898,74508,38804,34688,30645,-585,36635,28357,29543,24577,3480,6839,5898,3115,10391,9650,1552,3742,0, 
 汇率变动对现金及现金等价物的影响(万元),31,-25,-38,-52,-13,12,14,1,29,-0,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,0,0, 
 现金及现金等价物净增加额(万元),73184,52663,26413,11808,48942,21398,-15962,-15038,19604,21990,13401,49057,-6,-10276,15111,-8497,16097,3648,10770,18270,-118,-3648,1942,-1955,-2396,4909,810,2621,-65, 
 加:期初现金及现金等价物余额(万元),91092,91092,91092,91092,42150,42150,42150,42150,22546,22546,22546,22546,22552,22552,22552,22552,6454,9730,6454,6454,6573,6573,6573,6573,8968,4060,3249,628,693, 
 期末现金及现金等价物余额(万元),164276,143755,117505,102899,91092,63548,26188,27112,42150,44536,35947,71603,22546,12276,37663,14054,22552,13378,17225,24724,6454,2925,8514,4618,6573,8968,4060,3249,628, 
 净利润(万元),79941,--,39389,--,51767,--,19922,--,26123,--,10345,--,16854,--,7009,--,11701,--,5766,--,9663,--,4635,--,8253,7329,6111,3519,2230, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 资产减值准备(万元),16044,--,3031,--,9310,--,2704,--,3276,--,1126,--,3700,--,476,--,2800,--,1055,--,1601,--,517,--,1030,526,105,374,319, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2800,--,1117,--,1970,--,988,--,939,--,355,--,585,--,224,--,366,--,164,--,354,--,173,--,296,240,181,87,83, 
 无形资产摊销(万元),288,--,64,--,255,--,114,--,127,--,52,--,64,--,14,--,41,--,13,--,17,--,2,--,5,1,0,0,0, 
 长期待摊费用摊销(万元),1095,--,525,--,342,--,131,--,302,--,86,--,154,--,71,--,130,--,63,--,105,--,52,--,275,60,60,50,2, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),43,--,25,--,-4,--,6,--,5,--,-1,--,10,--,8,--,8,--,--,--,3,--,--,--,4,8,--,0,0, 
 固定资产报废损失(万元),31,--,0,--,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 公允价值变动损失(万元),--,--,--,--,3,--,--,--,-3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 财务费用(万元),24820,--,10150,--,7924,--,2524,--,4686,--,2683,--,5056,--,1868,--,2822,--,1338,--,2367,--,1018,--,1622,598,355,25,0, 
 投资损失(万元),-1304,--,-807,--,-573,--,-2,--,-4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,0,0, 
 递延所得税资产减少(万元),-3050,--,-352,--,-1908,--,-315,--,-885,--,609,--,-1241,--,-354,--,-426,--,-159,--,-273,--,-79,--,-48,-132,-34,-39,-77, 
 递延所得税负债增加(万元),347,--,138,--,80,--,-15,--,-6,--,--,--,-3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 存货的减少(万元),-156686,--,-97502,--,-188364,--,-60823,--,964,--,-36283,--,-55585,--,-25261,--,-18510,--,-18110,--,-11503,--,-8653,--,-9729,-11513,-5071,-5465,-2870, 
 经营性应收项目的减少(万元),-221187,--,-115737,--,-127032,--,-33675,--,-97588,--,-7996,--,-46965,--,-20820,--,-38701,--,-18941,--,-20713,--,-9558,--,-21504,-8827,-3797,-4618,-1716, 
 经营性应付项目的增加(万元),286945,--,142091,--,192354,--,12403,--,51473,--,18645,--,59600,--,18957,--,20584,--,10757,--,15230,--,8124,--,7663,7707,3084,5417,2362, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 其他(万元),-18555,--,-738,--,1719,--,--,--,3093,--,--,--,4036,--,7591,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 经营活动产生现金流量净额(万元),11571,--,-18607,--,-52124,--,-56040,--,-7499,--,-10379,--,-13733,--,-10218,--,-19184,--,-18054,--,-3150,--,-3769,--,-12133,-4003,1001,-648,332, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 现金的期末余额(万元),164276,143755,117505,102899,91092,63548,26188,27112,42150,44536,35947,71603,22546,12276,37663,14054,22552,13378,17225,24724,6454,2925,8514,4618,6573,8968,4060,3249,628, 
 现金的期初余额(万元),91092,91092,91092,91092,42150,42150,42150,42150,22546,22546,22546,22546,22552,22552,22552,22552,6454,9730,6454,6454,6573,6573,6573,6573,8968,4060,3249,628,693, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 现金及现金等价物的净增加额(万元),73184,52663,26413,11808,48942,21398,-15962,-15038,19604,21990,13401,49057,-6,-10276,15111,-8497,16097,3648,10770,18270,-118,-3648,1942,-1955,-2396,4909,810,2621,-65, 

